"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"2016065425","1103637",6/18/2016,"ALPHA PACKAGING","1995 HIGHLAND AVE.","SUITE 500","BETHLEHEM","PENNSYLVANIA","18020",40.67,-75.37,"326160",1.00,0.00,,"An employee was helping to place molds into a machine when some pressure built up in the head of the mold. The employee received burns to the left bicep and wrist.","1520","Heat (thermal) burns, unspecified","4839","Wrist(s) and arm(s), n.e.c.","533","Contact with hot objects or substances","1750","Plastics, resins, unspecified","3534","Plastic injection molding machinery"
"2016065427","1107698",6/18/2016,"Sherwood Enterprises Inc","Approximately 8 miles east of Watford City, ND","Ryan 14X-09E","WATFORD CITY","NORTH DAKOTA","58854",47.81,-103.23,"213112",1.00,0.00,"1157502","An employee was operating a service rig with a snubbing crew when a flash fire or explosion occurred and severely burned the employee.","1520","Heat (thermal) burns, unspecified","9999","Nonclassifiable","30","Fire or explosion, unspecified ","9999","Nonclassifiable",,
"2016065428","1104332",6/18/2016,"SGS North America","SGS North America ","1201 W. 8th Street","DEER PARK","TEXAS","77536",29.68,-95.11,"541380",0.00,1.00,"1156983","An employee was lowering a lid to a machine when he tried to quickly remove a tool that had been left inside the machine. The lid then smashed two of his fingers on his left hand. His middle and ring fingertips were surgically amputated.","1311","Amputations","4422","Fingertip(s)","642","Compressed or pinched by shifting objects or equipment","3292","Compactors, crushers, pulverizers-earth, mineral",,
"2016065429","1103422",6/18/2016,"The Beckman & Gast Co. ","282 W. Kremer Hoying Rd. ",,"SAINT HENRY","OHIO","45883",40.42,-84.64,"311421",0.00,1.00,"1157675","On or about June 18, 2016, an employee was attempting to fluff green beans through a green bean cutter when the employee's hand went into the cutter, amputating the left middle finger to the first joint.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6412","Caught in running equipment or machinery during regular operation","3711","Food slicers",,
"2016065430","1103745",6/18/2016,"Frank Jr. Reinforcement, LLC.","6400 Sevenstates",,"SAN ANTONIO","TEXAS","78244",29.47,-98.35,"238120",1.00,0.00,,"An employee was walking next to a rough terrain forklift when the forklift operator ran over the employee's left foot, fracturing it.","111","Fractures","530","Foot (feet), unspecified","2440","Pedestrian struck by vehicle in nonroadway area, unspecified","8621","Forklift, order picker, platform truck-powered",,
"2016065431","1103542",6/18/2016,"Charter Communications","777 Harbor Lakes",,"GRANBURY","TEXAS","76048",32.43,-97.76,"517210",1.00,0.00,,"An employee was working in the attic when he began to feel nauseated and sick and started vomiting. He was hospitalized with heat stress.","1729","Effects of heat and light, n.e.c.","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065432","1103468",6/18/2016,"Cooper Marine & Timberlands Corporation","401 Cochrane Bridge RD",,"MOBILE","ALABAMA","36603",30.68,-88.05,"488320",1.00,0.00,"1157915","An employee fell approximately 8 feet while installing a ladder inside an ocean-going barge.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","258","Fall on water vehicle","831","Barge",,
"2016065433","1103528",6/18/2016,"Universal Supply Co.","1331 Crescent Blvd.",,"GLOUCESTER CITY","NEW JERSEY","08030",39.88,-75.11,"444190",1.00,0.00,,"An employee was attempting to retrieve something from on top of a racking system when the employee fell through the racking and suffered a head injury, requiring hospitalization.","160","Intracranial injuries, unspecified","111","Brain","4330","Other fall to lower level, unspecified","2214","Racks-garment and other",,
"2016065434","1103976",6/18/2016,"AMG Vanadium, Inc.","60790 Southgate Road",,"CAMBRIDGE","OHIO","43725",39.98,-81.57,"331528",1.00,0.00,,"An employee was standing beside a forklift truck, talking to the driver. A second forklift truck backing up in the main aisle ran into a skip pan. The skip pan moved several feet, striking and pinning the employee against the side of the forklift truck. The employee's legs were bruised and swollen.","143","Bruises, contusions","510","Leg(s), unspecified","249","Pedestrian vehicular incident, n.e.c.","8621","Forklift, order picker, platform truck-powered","2119","Containers-nonpressurized, n.e.c."
"2016065435","1103491",6/18/2016,"Plastipak Packaging, Inc.","3310 W Springfield Ave",,"CHAMPAIGN","ILLINOIS","61822",40.11,-88.29,"561910",1.00,1.00,"1158593","An employee was attempting to clear a jam/bridge in the extruder by pushing trimmings from plastic bottles into the feed throat of the extruder. His left hand contacted the screw of the extruder, amputating his index and middle fingers below the first knuckle.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","3532","Extruding machinery",,
"2016065437","1103751",6/19/2016,"Ringling Brothers Barnum & Bailey Circus","2001 US Hwy 301",,"PALMETTO","FLORIDA","34221",27.52,-82.54,"713990",1.00,0.00,,"Two employees were in rehearsal using motorcycles. The motorcycle tires touched, causing a crash. One of the employees was hospitalized with a broken jaw.","111","Fractures","135","Jaw, chin","2710","Nonroadway collision with other vehicle, unspecified","8416","Motorcycle, moped, dirt bike","8416","Motorcycle, moped, dirt bike"
"2016065439","1104918",6/19/2016,"Carl's Meat Market","25 State Road",,"KITTERY","MAINE","03904",43.09,-70.74,"445210",1.00,1.00,,"An employee's thumb contacted a tomato-slicer blade, amputating a quarter-inch of the thumb tip.","1311","Amputations","4422","Fingertip(s)","6311","Struck against moving part of machinery or equipment","3711","Food slicers",,
"2016065440","1104067",6/19/2016,"RR Donnelley","216 Greenfield Road",,"LANCASTER","PENNSYLVANIA","17601",40.04,-76.25,"323111",1.00,0.00,,"An employee tried to catch a paper roll that was tipping over and his right pinky finger was caught between the roll and a stack of pallets. His finger was fractured and required surgery.","111","Fractures","4420","Finger(s), fingernail(s), unspecified","6239","Struck by falling object or equipment, n.e.c.","2133","Reels, rolls, spools, coils, cones",,
"2016065442","1103444",6/19/2016,"Flowers Baking Co. of Bradenton, LLC","6490 Parkland Drive",,"SARASOTA","FLORIDA","34243",27.42,-82.53,"311812",1.00,1.00,,"An employee was operating a dough mixer and pushing dough around the trawl when his right thumb tip was caught and amputated in a nip point.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3714","Mixers, blenders, whippers-food and beverage",,
"2016065860","1108991",6/19/2016,"Texas Roadhouse, Inc.","14200 Iliff Ave.",,"AURORA","COLORADO","80014",39.67,-104.82,"722511",1.00,0.00,,"While carrying a pot of boiling water, an employee collided with a second employee, spilling the water on the second employee's legs. The second employee was hospitalized when the injury became infected.","1520","Heat (thermal) burns, unspecified","510","Leg(s), unspecified","533","Contact with hot objects or substances","9521","Water",,
"2016065443","1104859",6/20/2016,"A.J. Perri","1162 Pinebrook Road",,"TINTON FALLS","NEW JERSEY","07724",40.28,-74.08,"238220",1.00,0.00,,"An employee was driving a forklift in the warehouse parking lot when he became disoriented from the heat.","1720","Effects of heat and light, unspecified","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065444","1104354",6/20/2016,"Red Cedar Steel Erectors Inc.","137 E. Main Street",,"CHILTON","WISCONSIN","53014",44.03,-88.15,"238120",1.00,0.00,,"An employee was putting together steel with another connector when his right thumb was caught between the vertical column and the horizontal beam. He broke his right thumb and was hospitalized.","111","Fractures","4420","Finger(s), fingernail(s), unspecified","642","Compressed or pinched by shifting objects or equipment","4133","Beams-unattached metal","659","Structural elements, n.e.c."
"2016065445","1104147",6/20/2016,"Ranger Energy Services","Ranger Rig 515 Dylan Lease","Well 5-H Eagle Ford","WESTHOFF","TEXAS","77994",29.17,-97.48,"211111",1.00,0.00,,"An employee was working from a 10-foot platform, tripping tubing, when the elevators made contact with a stub on the next joint of tubing. The employee dismounted the platform and landed on the ground 10 feet below, breaking both legs.","111","Fractures","510","Leg(s), unspecified","4422","Other jump to lower level 6 to 10 feet","3244","Oil drilling rigs and machinery",,
"2016065446","1105924",6/20/2016,"Presidential Roofing and Restoration LLC","1231 W 38th St",,"DENVER","COLORADO","80211",39.76,-105.00,"238160",1.00,0.00,"1157747","An employee was rolling out the slip sheet (filter fabric) for the protected membrane roof when he fell 14.5 feet through a roof-access opening, breaking a wrist and two back bones. He was hospitalized.","111","Fractures","899","Multiple body parts, n.e.c.","4323","Fall through surface or existing opening 11 to 15 feet ","6542","Existing roof openings, other than skylights",,
"2016065447","1108337",6/20/2016,"Cititek Electrical Contracting, Inc.","255 Greenwich St. 5th Fl.",,"NEW YORK","NEW YORK","10007",40.71,-74.01,"238210",1.00,0.00,"1159612","An employee was installing a lighting fixture from a stepladder when the employee contacted energized electrical parts and was shocked. The employee then fell from the ladder. The employee suffered an electrical burn to the hand, as well as a bruised back.","143","Bruises, contusions","320","Back, including spine, spinal cord, unspecified","4330","Other fall to lower level, unspecified","7422","Step ladders","2240","Lighting equipment, unspecified"
"2016065448","1104138",6/20/2016,"Capital Electric Line Builders Inc","7512 County Road 206",,"UNION STAR","MISSOURI","64494",39.76,-94.84,"221122",2.00,0.00,"1175492","Two employees were connecting a hard line to a conductor. As they were pulling the line, the wire grip that held the line gave way, and the cable jumped into the air and hit the employees. Both employees were hospitalized overnight, and one employee required surgery.","111","Fractures","9999","Nonclassifiable","6269","Struck by swinging or slipping object, other than handheld, n.e.c.","4419","Electric parts, n.e.c.",,
"2016065450","1104120",6/20/2016,"Tulsack, Inc.","10405 E. 55th Place",,"TULSA","OKLAHOMA","74146",36.08,-95.86,"322220",0.00,1.00,,"When an employee tried to pull a piece of paper off a glue applicator, the employee's left thumb was pinched between the glue applicator and the glue roller. The employee suffered an open wound, possible fracture, and possible amputation to the left thumb. The machine was running at the time of the incident.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6410","Caught in running equipment or machinery, unspecified","3740","Paper production machinery, unspecified",,
"2016065451","1105647",6/20/2016,"St. Croix Chippewa Indians of Wisconsin","Frontage road on Danbury reservation",,"DANBURY","WISCONSIN","54830",46.01,-92.26,"237310",1.00,0.00,,"An employee was using a chainsaw to cut a felled tree into sections once it was on the ground. The tree broke/snapped, and a section of the tree struck and pinned the employee's lower leg, causing multiple tibia and fibula fractures.","111","Fractures","513","Lower leg(s)","6269","Struck by swinging or slipping object, other than handheld, n.e.c.","5879","Trees, logs, limbs, n.e.c.",,
"2016065452","1104273",6/20/2016,"Closets By Design","850 Ridgeway Unit A",,"AURORA","ILLINOIS","60506",41.75,-88.33,"423220",1.00,1.00,"1158387","An employee was operating a machine to core holes in a product when the machine amputated the employee's right-hand little finger below the nail.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6412","Caught in running equipment or machinery during regular operation","3520","Boring, drilling, planing, milling machinery, unspecified",,
"2016065453","1104189",6/20/2016,"Ivan Acosta Framing, Inc. ","10032 Deer Chase Trail",,"AUSTIN","TEXAS","78747",30.14,-97.76,"238130",1.00,0.00,"1157741","An employee was marking plates for framing on the 2nd floor while standing on a 6-foot ladder. He slipped and fell on his way down the ladder and struck his head, cracking the back of his skull.","111","Fractures","113","Skull","4330","Other fall to lower level, unspecified","7420","Movable ladders, unspecified",,
"2016065454","1103861",6/20/2016,"Kaiser Aluminum & Fabricated Products, LLC","4300 South Us Highway 75",,"SHERMAN","TEXAS","75090",33.62,-96.59,"331316",0.00,1.00,"1157436","An employee was attempting to adjust the billet loading sensors when the billet loader actuated forward approximately 5 feet, catching the employee between the billet loader and the extrusion press. The loader struck the employee in his lower left leg, resulting in an amputation to his left leg below the knee area.","1311","Amputations","513","Lower leg(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3532","Extruding machinery",,
"2016065455","1105589",6/20/2016,"Oak Chips Inc.","306 West North Street",,"WAVERLY","OHIO","45690",39.12,-82.98,"321211",1.00,0.00,,"An employee had changed the blade on a band saw and was manually spinning the wheel when his finger was caught between the blade and the wheel. His left middle finger broke, and his left cheek and right palm were lacerated.","1839","Fractures and other injuries, n.e.c.","899","Multiple body parts, n.e.c.","6311","Struck against moving part of machinery or equipment","3572","Band saws",,
"2016065456","1104417",6/20/2016,"Five Star Laundry Chicago, LLC","1060 W. Division Street",,"CHICAGO","ILLINOIS","60642",41.90,-87.65,"812320",1.00,0.00,"1157912","An employee was feeding a towel into the towel folding machine when the employee's left hand was caught and lacerated in the machine.","132","Cuts, lacerations","440","Hand(s), unspecified","6412","Caught in running equipment or machinery during regular operation","3799","Special process machinery, n.e.c.",,
"2016065457","1104239",6/20/2016,"ATEC STEEL","1000 W. 5TH ST",,"BAXTER SPRINGS","KANSAS","66713",37.03,-94.74,"332312",1.00,0.00,"1158891","An employee working in a boom lift came in contact with a 277-volt electrical line, suffering a third-degree burn to the left hand and a right-hand laceration.","1533","Third or fourth degree electrical burns","440","Hand(s), unspecified","5112","Direct exposure to electricity, greater than 220 volts","4415","Power lines, transformers, convertors",,
"2016065458","1104598",6/20/2016,"Dakota Plains Dairy","29023 467th Avenue",,"CENTERVILLE","SOUTH DAKOTA","57014",43.13,-96.91,"112120",1.00,0.00,,"An employee was sorting cattle and was moving cows from one pen to another when a cow kicked his lower leg. He suffered a broken tibia and fibula in his left leg.","111","Fractures","513","Lower leg(s)","1322","Kicked by animal","5153","Cattle and other bovines ",,
"2016065459","1104717",6/20/2016,"Wayne's Electrical, Inc.","4255 Buffalo Mountain Dr.",,"LOVELAND","COLORADO","80538",40.41,-105.12,"238210",1.00,0.00,,"An employee was troubleshooting a lighting circuit from a ladder when the employee fell 4 feet off the ladder and hit the concrete floor below. The employee sustained a head laceration and a broken tailbone.","111","Fractures","324","Coccygeal region","4331","Other fall to lower level less than 6 feet","7420","Movable ladders, unspecified",,
"2016065460","1104306",6/20/2016,"AJ Sheriff dba Lenny's Sub Shop","2493 S. Ferdon Blvd.",,"CRESTVIEW","FLORIDA","32536",30.73,-86.56,"722513",1.00,0.00,,"An employee was cleaning a slicer when her fingers contacted the blade, lacerating her ring and pinky fingers. She was hospitalized.","132","Cuts, lacerations","4420","Finger(s), fingernail(s), unspecified","6329","Struck against stationary object or equipment, n.e.c.","3711","Food slicers",,
"2016065461","1104683",6/20/2016,"MBA Building Supplies, Inc.","2200 Tempel Dr.",,"LIBERTYVILLE","ILLINOIS","60048",42.30,-88.00,"332322",1.00,0.00,"1158706","On or about June 20, 2016, an employee was loading a steel coil on a machine when the steel coil fell onto his leg and hit his arm. He suffered a left leg fracture and a right arm injury.","111","Fractures","510","Leg(s), unspecified","6233","Struck by object falling from vehicle or machinery-other than vehicle part","2133","Reels, rolls, spools, coils, cones","8621","Forklift, order picker, platform truck-powered"
"2016065463","1104289",6/20/2016,"Tiodan Puffy Tacos","409 Round Rock Ave. ",,"ROUND ROCK","TEXAS","78664",30.50,-97.68,"722511",1.00,0.00,,"After working in the hot kitchen area, an employee became sick with nausea and stomach pains. She was hospitalized for dehydration and heat stress.","1729","Effects of heat and light, n.e.c.","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065464","1106968",6/20/2016,"Jb Hunt Transport Inc.","459 West 47th Street",,"CHICAGO","ILLINOIS","60618",41.80,-87.63,"484121",1.00,0.00,,"An employee was sweeping out a trailer and stepped on a nail, injuring the left foot.","1972","Soreness, pain, hurt-nonspecified injury","5310","Sole(s), unspecified","6321","Stepped on object ","4212","Nails, brads, tacks, nuts, bolts, washers",,
"2016065465","1105377",6/20/2016,"Bureau of Indian Affairs","Incident Command Post","Short Fire Incident","GILLETTE","WYOMING","82731",44.81,-105.32,"921190",1.00,0.00,,"While responding to a wild land fire, an employee experienced dehydration and/or heat exhaustion and was hospitalized.","1728","Multiple effects of heat and light","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065466","1104565",6/20/2016,"Bjs Wholesale","688 Providence Highway",,"DEDHAM","MASSACHUSETTS","02026",42.24,-71.17,"452112",0.00,1.00,,"An employee partially amputated two fingertips while cleaning a deli slicer. PPE was not worn at the time of the incident.","1311","Amputations","4422","Fingertip(s)","6329","Struck against stationary object or equipment, n.e.c.","3711","Food slicers",,
"2016065467","1103700",6/20/2016,"HLH Enterprise","7000 Orange Blossom Trail",,"ORLANDO","FLORIDA","32812",28.62,-81.44,"423930",1.00,0.00,"1149090","An employee fell out of a half-cage that was attached to the forks of a forklift. He suffered a broken elbow that required surgery and was hospitalized.","111","Fractures","422","Elbow(s)","4330","Other fall to lower level, unspecified","8621","Forklift, order picker, platform truck-powered",,
"2016065468","1103756",6/20/2016,"Triangle Services, Inc.","2325 NW 65th Ave","Building 704","MIAMI","FLORIDA","33152",25.83,-80.23,"481112",1.00,0.00,,"On or about 6/17/16, an employee was performing mechanical check of a belt loader at a terminal. The belt loader was turned on and put on neutral at the time. The belt loader moved and pinned the employee between two pieces of equipment. He sustained a cut on his leg and required knee surgery.","1972","Soreness, pain, hurt-nonspecified injury","512","Knee(s)","6211","Caught between rolling powered vehicle and other object","8624","Airport utility vehicle-powered",,
"2016065469","1104033",6/20/2016,"James Marine, Inc.","209 Fort Jefferson Hill Road",,"WICKLIFFE","KENTUCKY","42087",36.97,-89.01,"336611",1.00,0.00,,"An employee was walking down a dry dock, performing inspections of the work being completed, when a strong wind blew a ladder off a customer's boat. The ladder struck the employee, who suffered a broken nose, as well as a contusion/laceration to the nose.","111","Fractures","1330","Nose, except internal location of diseases or disorders","6233","Struck by object falling from vehicle or machinery-other than vehicle part","7420","Movable ladders, unspecified","830","Water vehicle, unspecified"
"2016065470","1104044",6/20/2016,"Henderson Electric of NWF, LLC","60 S. Holiday Rd",,"MIRAMAR BEACH","FLORIDA","32550",30.38,-86.38,"238210",1.00,0.00,"1157187","On June 20, 2016, at about 9:30 a.m., an employee contacted live electrical parts during a service call and received a shock and burns to 50% of his body. He was hospitalized.","1530","Electrical burns, unspecified","80","Multiple body parts, unspecified","5110","Direct exposure to electricity, unspecified","4410","Electric parts, unspecified",,
"2016065471","1104040",6/20/2016,"Lozier Corporation","5000 South Fwy",,"FORT WORTH","TEXAS","76115",32.67,-97.32,"321999",0.00,1.00,"1157380","An employee suffered a finger amputation while performing maintenance on an edge bander.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","60","Contact with objects and equipment, unspecified","3599","Metal, woodworking, and special material machinery, n.e.c.",,
"2016065472","1104337",6/20/2016,"Tavistock Restaurants","761 Boyleston Street",,"BOSTON","MASSACHUSETTS","02116",42.34,-71.08,"722511",1.00,0.00,,"An employee received second and third degree burns to the left hand and wrist while cooking a piece of fish.","1523","Third or fourth degree heat (thermal) burns","482","Hand(s) and wrist(s)","315","Small-scale (limited) fire ","5221","Fats, oils, cooking greases ","3320","Heating and cooking machinery and appliances, unspecified"
"2016065473","1105035",6/20/2016,"D & D Stud Welding","7625 S. Elwood Avenue",,"JENKS","OKLAHOMA","74037",36.00,-95.98,"237310",1.00,0.00,"1158026","An employee fell approximately 30 feet through an uncovered hole in the floor, sustaining multiple broken bones and a broken nose, and knocking out teeth.","1839","Fractures and other injuries, n.e.c.","899","Multiple body parts, n.e.c.","4326","Fall through surface or existing opening 26 to 30 feet","6621","Existing floor opening ",,
"2016065474","1104268",6/20/2016,"DPT Laboratories, LTD","307 East Josephine Street",,"SAN ANTONIO","TEXAS","78215",29.44,-98.47,"325412",1.00,0.00,,"An employee was picking up a 55-gallon gun press lid from a cart to be placed onto a forklift. The lid weighed approximately 100 pounds. After completing the task, he experienced abdomen pain due to a hernia and required surgery.","124","Hernias due to traumatic incidents","330","Abdomen, except internal location of diseases or disorders","7111","Overexertion in lifting-single episode","4919","Caps, lids, covers, n.e.c.",,
"2016065475","1105624",6/20/2016,"Sierra Unlimited Construction, DBA","1739 Center Road",,"WEST SENECA","NEW YORK","14224",42.83,-78.71,"236118",1.00,1.00,"1157488","An employee was cutting wood with a table saw when the blade amputated two fingers.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6311","Struck against moving part of machinery or equipment","3573","Table saws",,
"2016065476","1103767",6/20/2016,"Weyerhaeuser","4335 Carson Road",,"COLUMBUS","MISSISSIPPI","39701",33.48,-88.44,"322110",1.00,0.00,,"An employee tripped over a throw rug and fell while entering the building, fracturing the right femur.","111","Fractures","511","Thigh(s)","4213","Fall on same level due to tripping over an object ","6629","Floor, n.e.c.","2221","Floor coverings- nonstructural"
"2016065477","1104020",6/20/2016,"Reitil LLC","180 Authority Dr",,"FITCHBURG","MASSACHUSETTS","01420",42.55,-71.85,"561320",1.00,0.00,"1156719","On 6/20/16, at approximately 10:30 AM, an employee was cleaning an injection molding machine when a coworker turned on the machine, causing a rod to puncture the employee's chest and lung.","194","Internal injuries to organs and blood vessels of the trunk","310","Chest, except internal location of diseases or disorders","6411","Caught in running equipment or machinery during maintenance, cleaning ","3530","Extruding, injecting, forming, molding machinery, unspecified",,
"2016065478","1114025",6/20/2016,"Trimark United East","505 Collins Street",,"SOUTH ATTLEBORO","MASSACHUSETTS","02703",41.89,-71.35,"424990",1.00,0.00,"1162789","An employee picked up two pallets using an electric jack with long forks. He was turning around to enter a trailer when he struck a steel column. His right foot went off the operating station of the jack and became caught between the jack and the steel column.","1972","Soreness, pain, hurt-nonspecified injury","530","Foot (feet), unspecified","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8623","Pallet jack-powered","659","Structural elements, n.e.c."
"2016065479","1104266",6/20/2016,"TenCate Advanced Armor US.","1051 O'Neill Street",,"HEBRON","OHIO","43025",39.97,-82.47,"336992",0.00,1.00,"1158135","An employee was working at a meshing machine when his right finger was caught in the chain, causing a de-gloving amputation.","1312","Avulsions, enucleations","4429","Finger(s), fingernail(s), n.e.c.","6412","Caught in running equipment or machinery during regular operation","3599","Metal, woodworking, and special material machinery, n.e.c.",,
"2016065480","1103852",6/20/2016,"BPG Inspections","Various Austin",,"AUSTIN","TEXAS","78701",30.26,-97.74,"541350",1.00,0.00,,"An employee was admitted to the hospital with signs of heat stroke.","1721","Heat stroke","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065482","1104077",6/20/2016,"Hain Pure Protein Corporation","304 South Water Street",,"NEW OXFORD","PENNSYLVANIA","17350",39.86,-77.05,"311615",0.00,1.00,"1156982","An employee's right index finger was caught in the sealer jaws of a giblet packaging machine, amputating the fingertip.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3739","Packaging, bottling, wrapping machinery, n.e.c.",,
"2016065483","1104325",6/20/2016,"St. Louis Specialty Care Center","13001 N Outer Road",,"TOWN AND COUNTRY","MISSOURI","63017",38.64,-90.53,"622110",1.00,0.00,,"An employee was sitting on a chair when she slipped out of the chair, fell forward onto her knees, and then landed on her left arm. She broke her left humerus, requiring hospitalization and surgery.","111","Fractures","421","Upper arm(s)","423","Fall while sitting","2233","Chairs",,
"2016065484","1104135",6/20/2016,"Newlands Systems Inc.","3750 Chestnut Place",,"DENVER","COLORADO","80216",39.77,-104.97,"333241",1.00,0.00,,"An employee was working near an energized hot water system when hot water released and burned the employee's stomach, groin, and arm.","1520","Heat (thermal) burns, unspecified","899","Multiple body parts, n.e.c.","533","Contact with hot objects or substances","9521","Water",,
"2016065485","1104803",6/21/2016,"Priefert Manufacturing","2630 South Jefferson",,"MOUNT PLEASANT","TEXAS","75455",33.19,-94.98,"333111",0.00,1.00,,"An employee was monitoring tubing production at the end discharge point when his finger was caught by the discharge gate/table flap, amputating his fingertip.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","30","Machinery, unspecified",,
"2016065486","1104546",6/21/2016,"DARNELL STEEL & Construction, LLC","UAS Hanger",,"FORT CAMPBELL","KENTUCKY","42223",36.65,-87.45,"238120",1.00,0.00,"1157002","An employee was struck by a steel beam that fell approximately 40 feet, suffering a head injury, leg fractures, hip injuries, neck injuries, and lower back damage.","1830","Fractures and other injuries, unspecified","899","Multiple body parts, n.e.c.","6233","Struck by object falling from vehicle or machinery-other than vehicle part","4133","Beams-unattached metal","3430","Cranes, unspecified"
"2016065487","1105838",6/21/2016,"Elite Trailer Manufacturing, LLC","7700 SW 29TH Street",,"OKLAHOMA CITY","OKLAHOMA","73179",35.43,-97.64,"336212",1.00,0.00,"1159313","On June 21, 2016, a maintenance employee was working from a 6-foot ladder to change a light bulb when he received an electric shock. He fell to floor and broke his right hip, requiring hospitalization.","111","Fractures","341","Hip(s)","4331","Other fall to lower level less than 6 feet","7420","Movable ladders, unspecified","2241","Lamps, light fixtures"
"2016065488","1104227",6/21/2016,"First Service Residential","520 Brickell Key Dr ",,"MIAMI","FLORIDA","33130",25.76,-80.18,"531390",1.00,0.00,,"On or about 6/21/2016, at 1:30 a.m., an employee was inspecting a facility when he stepped into a fountain and twisted his right ankle, fracturing it.","111","Fractures","52","Ankle(s)","7313","Climbing or stepping up or down-single episode","562","Bodily motion or position of injured, ill worker",,
"2016065489","1104276",6/21/2016,"KEATING-WILBERT VAULT CO., INC.","Mater De La Rosa Cemetery","Pittroff Ave","SOUTH HADLEY","MASSACHUSETTS","01075",42.23,-72.58,"327390",0.00,1.00,,"An employee was lowering a concrete lid onto a vault. As he was adjusting its position, his gloved pinky finger was caught between the vault and the lid, amputating his fingertip.","1311","Amputations","4422","Fingertip(s)","642","Compressed or pinched by shifting objects or equipment","4911","Container caps, lids, covers","2119","Containers-nonpressurized, n.e.c."
"2016065490","1105330",6/21/2016,"STOLTZE LUMBER CO","600 Halfmoon Rd",,"COLUMBIA FALLS","MONTANA","59912",48.38,-114.24,"321113",1.00,0.00,,"An employee was clearing a jam in the planer when his hand was pulled into the machine, breaking his thumb and ripping skin. He required stitches and was hospitalized overnight.","1839","Fractures and other injuries, n.e.c.","440","Hand(s), unspecified","6411","Caught in running equipment or machinery during maintenance, cleaning ","3579","Sawing machinery-stationary, n.e.c.",,
"2016065491","1104781",6/21/2016,"Kelly General Construction Company of Decatur","2454 N 27th Street",,"DECATUR","ILLINOIS","62526",39.87,-88.91,"236210",1.00,0.00,"1158631","An employee was helping a forklift operator organize the yard, placing cribbing to be used under a steel angle iron, when he was struck by the forklift while it was backing up. He suffered a broken pelvis and internal injuries.","1839","Fractures and other injuries, n.e.c.","38","Multiple trunk locations","2443","Pedestrian struck by vehicle backing up in nonroadway area","8621","Forklift, order picker, platform truck-powered",,
"2016065492","1104568",6/21/2016,"Flavorseal, LLC","35179 Avon Commerce Parkway",,"AVON","OHIO","44011",41.47,-82.00,"326112",0.00,1.00,"1158872","On June 21, 2016, an employee sustained a right index finger amputation while clearing a film jam from a machine.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","350","Metal, woodworking, and special material machinery, unspecified",,
"2016065493","1105250",6/21/2016,"Employer Solutions Staffing Group","101 S. Douglas Blvd.","Reno Swim & Slide Pool","MIDWEST CITY","OKLAHOMA","73130",35.46,-97.35,"561311",1.00,0.00,"1157607","An employee working outside, assisting with debris removal from the pool vault, had left the area to get something from the work truck.  Another employee at the worksite found the employee unconscious in a full seizure, possibly due to extreme heat conditions.","1729","Effects of heat and light, n.e.c.","6","BODY SYSTEMS","531","Exposure to environmental heat","9262","Heat-environmental",,
"2016065495","1105045",6/21/2016,"Atkore Plastic Pipe Company, Inc.","5128 W HANNA AVE",,"TAMPA","FLORIDA","33634",28.00,-82.53,"326122",0.00,1.00,,"An employee was packaging PVC pipe on an extruder when the PVC pipe became misaligned on the transfer arms prior to the chamfering process. When the employee attempted to realign the pipe, the chamfer unit activated, causing the employee's thumb to become trapped between the pipe and the chamfer device. The employee's left thumb was partially amputated.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6412","Caught in running equipment or machinery during regular operation","3532","Extruding machinery",,
